name,book,year,frequency
 Kapellmeistern,AMZ1848,1848,2
Luigi Romanelli,AMZ1848,1848,3
Buffo Zambelli,AMZ1848,1848,2
 Nagel,AMZ1848,1848,2
Andr Nagel,AMZ1848,1848,5
Adolph Nagel,AMZ1848,1848,22
n Röckel,AMZ1848,1848,4
Edouard Röckel,AMZ1848,1848,5
n Eduard Röckel,AMZ1848,1848,2
n Passy,AMZ1848,1848,3
n Herausgeber,AMZ1848,1848,5
J H Wassermann,AMZ1848,1848,2
Heinrich Joseph Wassermann,AMZ1848,1848,9
de VOrchestre,AMZ1848,1848,2
n Hambuch,AMZ1848,1848,2
Blauer Montag,AMZ1848,1848,2
n Montag,AMZ1848,1848,5
C Montag,AMZ1848,1848,5
E Montag,AMZ1848,1848,2
S H Spiker,AMZ1848,1848,4
Felix Mendelsohn,AMZ1848,1848,4
von Heygendorf,AMZ1848,1848,2
Fr von Heygendorf,AMZ1848,1848,5
J Sommer,AMZ1848,1848,2
n Sommer,AMZ1848,1848,2
Herrmann Wichmann,AMZ1848,1848,4
n Wichmann,AMZ1848,1848,3
Anton Isidor,AMZ1848,1848,2
U W F Jansen,AMZ1848,1848,2
Charles Jansen,AMZ1848,1848,2
Gustav Jansen,AMZ1848,1848,2
Gräfin von Montgelas,AMZ1848,1848,2
Hans Georg Nägeh,AMZ1848,1848,2
Carl Meisl,AMZ1848,1848,35
Karl Meisl,AMZ1848,1848,7
Hermann Schellenberg,AMZ1848,1848,17
n Schellenberg,AMZ1848,1848,2
Organist Schellenberg,AMZ1848,1848,2
Fereol Mazas,AMZ1848,1848,11
Bassi hatte,AMZ1848,1848,2
Johann Gottfried,AMZ1848,1848,2
Dr Gottfried,AMZ1848,1848,2
Jos Wolfram,AMZ1848,1848,7
 Wolfram,AMZ1848,1848,3
Joseph Wolfram,AMZ1848,1848,8
Louise Bertin,AMZ1848,1848,2
W Heinrichshofen,AMZ1848,1848,2
Buchhändler Heinrichshofen,AMZ1848,1848,2
P ir,AMZ1848,1848,2
A Köhnel,AMZ1848,1848,2
Emilie Pohlmann,AMZ1848,1848,7
W Gabrielsky,AMZ1848,1848,19
Digitized by Google Deren,AMZ1848,1848,2
J A Droebs,AMZ1848,1848,2
P Seydler,AMZ1848,1848,2
Vietor Hugo,AMZ1848,1848,5
Victor Hugo,AMZ1848,1848,7
zwey Oectaven,AMZ1848,1848,3
Francesco Gnecco,AMZ1848,1848,2
Rosa Mariani,AMZ1848,1848,4
Guido Aretinus,AMZ1848,1848,2
L Kleinwächter,AMZ1848,1848,16
Dr Ludwig Kleinwächter,AMZ1848,1848,5
Dr Kleinwächter,AMZ1848,1848,2
L Dr Kleinwächter,AMZ1848,1848,2
Maria Nanini,AMZ1848,1848,3
 Galli,AMZ1848,1848,3
Buffo Galli,AMZ1848,1848,5
Buffi Galli,AMZ1848,1848,2
Vicenzo Galli,AMZ1848,1848,2
Buffo Vincenzo Galli,AMZ1848,1848,2
Eugenio Galli,AMZ1848,1848,2
Carl Mühlenfeld,AMZ1848,1848,3
Ch Mühlenfeld,AMZ1848,1848,3
Grafen Moritz von Dietrichstein,AMZ1848,1848,2
v Dietrichstein,AMZ1848,1848,2
Graf Dietrichstein,AMZ1848,1848,2
 Hofrath,AMZ1848,1848,2
von Greiner,AMZ1848,1848,2
Abbe Stadlers,AMZ1848,1848,4
A L E Trutschel,AMZ1848,1848,3
Kammermusikus Peschel,AMZ1848,1848,3
S Pollet,AMZ1848,1848,2
Giuseppe Sturioni,AMZ1848,1848,2
Blatte Spielen,AMZ1848,1848,2
Ferdinand Palffy,AMZ1848,1848,4
S Meiningen,AMZ1848,1848,3
n Gerstel,AMZ1848,1848,3
Regina coeli,AMZ1848,1848,14
Daniel Capuzzi,AMZ1848,1848,3
 Marz,AMZ1848,1848,27
M Marz,AMZ1848,1848,2
Professor Marz,AMZ1848,1848,2
Adolph Bernhard Marz,AMZ1848,1848,3
Gottlob Harrer,AMZ1848,1848,2
Johann Friedrich Doles,AMZ1848,1848,2
A Blüher,AMZ1848,1848,10
 Blüher,AMZ1848,1848,3
J Theod,AMZ1848,1848,2
J G Bertelmann,AMZ1848,1848,2
Albert Agthe,AMZ1848,1848,8
Rosalie Agthe,AMZ1848,1848,2
Ceeignete Subjecte,AMZ1848,1848,2
 Petter,AMZ1848,1848,2
Guido Reni,AMZ1848,1848,4
von Boguslawski,AMZ1848,1848,4
C Neudeck,AMZ1848,1848,3
Johann Nepomuk Schelble,AMZ1848,1848,3
J B Zieger,AMZ1848,1848,3
J J Dotsauer,AMZ1848,1848,2
Don Tacagno,AMZ1848,1848,2
Louis Angely,AMZ1848,1848,24
 Lieber,AMZ1848,1848,3
 Hagedorn,AMZ1848,1848,10
Felix Meritis,AMZ1848,1848,62
H C Kleine,AMZ1848,1848,5
D Kleine,AMZ1848,1848,2
Kammermusikus Thurn,AMZ1848,1848,2
Karl Thurn,AMZ1848,1848,4
Carl Thurn,AMZ1848,1848,2
Carl Marie von Veber,AMZ1848,1848,2
von Eymar,AMZ1848,1848,2
Jäger pflückte,AMZ1848,1848,2
n Rainoldi,AMZ1848,1848,2
Clemens Huray,AMZ1848,1848,2
Am lıoten,AMZ1848,1848,2
Franz Gyulai,AMZ1848,1848,2
Fr Heinisch,AMZ1848,1848,2
L Bender,AMZ1848,1848,2
W Kopprasch,AMZ1848,1848,2
G Kopprasch,AMZ1848,1848,3
Johannes Kreislers,AMZ1848,1848,2
J C Kelner,AMZ1848,1848,2
und Forti,AMZ1848,1848,2
Fr Gebel,AMZ1848,1848,2
G Gebel,AMZ1848,1848,2
W Aumann,AMZ1848,1848,2
Fran Molino,AMZ1848,1848,19
E Molino,AMZ1848,1848,2
 Hall,AMZ1848,1848,2
N Kruft,AMZ1848,1848,3
Baron de Kruft,AMZ1848,1848,5
N de Kruft,AMZ1848,1848,2
Pietro Ray,AMZ1848,1848,3
Joachim Nicolo Eggert,AMZ1848,1848,2
Joachim Eggert,AMZ1848,1848,2
Don Quichotte,AMZ1848,1848,2
Carl Kurpinski,AMZ1848,1848,4
Ch Kurpinski,AMZ1848,1848,3
v Szymanowska,AMZ1848,1848,2
Conradin Kreutser,AMZ1848,1848,4
von Corancez,AMZ1848,1848,2
Friedrich Funk,AMZ1848,1848,3
Fr Märkel,AMZ1848,1848,4
M Ponchard,AMZ1848,1848,2
 Schumann,AMZ1848,1848,18
Robert Schumann,AMZ1848,1848,101
Gustav Schumann,AMZ1848,1848,6
Ludwig Schumann,AMZ1848,1848,3
n Schumann,AMZ1848,1848,3
Dr Robert Schumann,AMZ1848,1848,13
Dr Klara Schumann,AMZ1848,1848,8
Klara Schumann,AMZ1848,1848,8
Dr Schumann,AMZ1848,1848,26
Dr Clara Schumann,AMZ1848,1848,16
Clara Schumann,AMZ1848,1848,29
n Behr,AMZ1848,1848,18
 Marchesini,AMZ1848,1848,2
Maria Marchesini,AMZ1848,1848,3
Georg Ott,AMZ1848,1848,5
 Eichbaum,AMZ1848,1848,2
Hörner Fagotte,AMZ1848,1848,4
Antonio Stradivarius,AMZ1848,1848,2
 Wieck,AMZ1848,1848,14
Friedrich Wieck,AMZ1848,1848,4
Clara Wieck,AMZ1848,1848,40
Klara Wieck,AMZ1848,1848,19
Marie Wieck,AMZ1848,1848,3
J F Kels,AMZ1848,1848,7
Christe Kyrie,AMZ1848,1848,7
Franken belief,AMZ1848,1848,3
 Dupuy,AMZ1848,1848,3
Mimi Dupuy,AMZ1848,1848,2
Carl Karow,AMZ1848,1848,17
J A Dröbs,AMZ1848,1848,4
F Mockwitz,AMZ1848,1848,62
p Mockwitz,AMZ1848,1848,2
Herzogthum Genua,AMZ1848,1848,9
Aloys Stolpe,AMZ1848,1848,8
Luca Marenzio,AMZ1848,1848,4
Ignazio Marini,AMZ1848,1848,2
n Marini,AMZ1848,1848,2
Fedrighini Marini,AMZ1848,1848,2
Mauro Ginuliani,AMZ1848,1848,2
Johann Herrmann Schein,AMZ1848,1848,4
Domenico Reina,AMZ1848,1848,2
Buffo Cavalli,AMZ1848,1848,2
Angelo Cavalli,AMZ1848,1848,2
Georg Brown,AMZ1848,1848,21
George Brown,AMZ1848,1848,3
 Ignaz,AMZ1848,1848,2
W Cabrielsky,AMZ1848,1848,5
Domenico Patriossi,AMZ1848,1848,2
Ignazio Patriossi,AMZ1848,1848,2
v Rossini,AMZ1848,1848,7
Giuseppe Rossini,AMZ1848,1848,55
Joachim Rossini,AMZ1848,1848,38
di Rossini,AMZ1848,1848,2
Maestro Rossini,AMZ1848,1848,2
de Rossini,AMZ1848,1848,14
C Rossini,AMZ1848,1848,2
Wilhelm Tell von Rossini,AMZ1848,1848,13
Als Rossini,AMZ1848,1848,2
G Tell de Rossini,AMZ1848,1848,2
Corinth von Rossini,AMZ1848,1848,3
Elisabeth de Rossini,AMZ1848,1848,2
Papa Rossini,AMZ1848,1848,2
Ritter Rossini,AMZ1848,1848,2
Wilbelm Tell von Rossini,AMZ1848,1848,3
Amalia Rossini,AMZ1848,1848,2
F Eisenhofer,AMZ1848,1848,3
F X Eisenhofer,AMZ1848,1848,11
J Mereaux,AMZ1848,1848,2
 Präger,AMZ1848,1848,3
H Präger,AMZ1848,1848,20
Heinrich Aloys Präger,AMZ1848,1848,10
Musikdirector Präger,AMZ1848,1848,4
K Mus,AMZ1848,1848,2
Frantz Wilh,AMZ1848,1848,4
 Wilh,AMZ1848,1848,9
W H Veit,AMZ1848,1848,14
W Veit,AMZ1848,1848,4
W M Veit,AMZ1848,1848,2
Carlo Fioras,AMZ1848,1848,5
Louis Böhner,AMZ1848,1848,27
Johann Ludwig Böhner,AMZ1848,1848,12
J Böhner,AMZ1848,1848,2
 Böhner,AMZ1848,1848,2
Clarinette Flüte,AMZ1848,1848,2
von Miltitz,AMZ1848,1848,16
Carl Borromäus von Miltitz,AMZ1848,1848,19
Carl Borromäus Miltitz,AMZ1848,1848,3
Carl Borromäns v Miltitz,AMZ1848,1848,2
C B di Miltitz,AMZ1848,1848,2
K B v Miltitz,AMZ1848,1848,3
J H Frh,AMZ1848,1848,2
Karl Faber,AMZ1848,1848,8
MKarl Faber,AMZ1848,1848,2
 Baptist,AMZ1848,1848,2
Mariano de Ledesma,AMZ1848,1848,3
de Ledesma,AMZ1848,1848,2
 Gratz,AMZ1848,1848,2
n Gerstäcker,AMZ1848,1848,2
N Dodiei,AMZ1848,1848,2
J Ganz,AMZ1848,1848,2
Moritz Ganz,AMZ1848,1848,7
J Abeltshauser,AMZ1848,1848,2
n Abresch,AMZ1848,1848,3
Francesco Basily,AMZ1848,1848,2
Basilio Basily,AMZ1848,1848,3
 Basily,AMZ1848,1848,2
v Seckendorff,AMZ1848,1848,2
St Just,AMZ1848,1848,3
Ferdinand Cortes,AMZ1848,1848,5
Hierzu das Intelligenzblatt,AMZ1848,1848,7
Mauro Ginliani,AMZ1848,1848,2
F Rios,AMZ1848,1848,6
J Anschuetz,AMZ1848,1848,4
Carl Kloss,AMZ1848,1848,37
S Kloss,AMZ1848,1848,2
Musikdirektor Kloss,AMZ1848,1848,2
Karl Kloss,AMZ1848,1848,8
n Kloss,AMZ1848,1848,3
 Kloss,AMZ1848,1848,4
Professor Kloss,AMZ1848,1848,2
Professor Carl Kloss,AMZ1848,1848,2
Tobias Haslinger,AMZ1848,1848,98
Cajetan Haslinger,AMZ1848,1848,6
 Haslinger,AMZ1848,1848,59
n Tobias Haslinger,AMZ1848,1848,4
Charles Haslinger,AMZ1848,1848,3
Karl Haslinger,AMZ1848,1848,7
Carl Haslinger,AMZ1848,1848,3
Veuve Haslinger,AMZ1848,1848,2
 Ref,AMZ1848,1848,2
Abu Hassan,AMZ1848,1848,19
Buffo Pacini,AMZ1848,1848,2
Johann Pacini,AMZ1848,1848,2
Giovanni Pacini,AMZ1848,1848,4
Luigi Pacini,AMZ1848,1848,4
n Pacini,AMZ1848,1848,8
Maestro Pacini,AMZ1848,1848,2
 Pacini,AMZ1848,1848,2
n von Jouy,AMZ1848,1848,2
Adolph Gutmann,AMZ1848,1848,2
G Reissiger,AMZ1848,1848,25
C G Reissiger,AMZ1848,1848,180
 Reissiger,AMZ1848,1848,26
C CG Reissiger,AMZ1848,1848,2
Kapellmeister Reissiger,AMZ1848,1848,13
C Reissiger,AMZ1848,1848,4
v Reissiger,AMZ1848,1848,3
F A Reissiger,AMZ1848,1848,16
Fr Reissiger,AMZ1848,1848,6
RKapellmeister Reissiger,AMZ1848,1848,2
C E Reissiger,AMZ1848,1848,6
de C G Reissiger,AMZ1848,1848,2
Gustav Siebeck,AMZ1848,1848,3
Carl Döbbelin,AMZ1848,1848,4
Friedrich Kind,AMZ1848,1848,16
Regina di Napoli,AMZ1848,1848,3
me Moreau,AMZ1848,1848,2
Johann Pachelbel,AMZ1848,1848,5
de Grecis,AMZ1848,1848,5
Adolph Nathan,AMZ1848,1848,2
J C Lobe,AMZ1848,1848,40
C Lobe,AMZ1848,1848,17
Hofmusikus Lobe,AMZ1848,1848,2
 Lobe,AMZ1848,1848,2
S C Lobe,AMZ1848,1848,2
Carl Ebner,AMZ1848,1848,3
Anton Ebner,AMZ1848,1848,3
dem Modegötzen nicht,AMZ1848,1848,2
Johann Christian Schleip,AMZ1848,1848,2
Freylich wird,AMZ1848,1848,2
Dorn wird,AMZ1848,1848,2
Stua wird,AMZ1848,1848,3
Vermuthlich wird,AMZ1848,1848,2
n Nicol,AMZ1848,1848,2
Dr A J Rambach,AMZ1848,1848,2
Th Brandenburg,AMZ1848,1848,2
n Brandenburg,AMZ1848,1848,3
 Brandenburg,AMZ1848,1848,4
Ferdinand Brandenburg,AMZ1848,1848,4
J Breitenstein,AMZ1848,1848,3
Dr Wendler,AMZ1848,1848,6
Carl Mar,AMZ1848,1848,13
A L Crelle,AMZ1848,1848,7
J Gottfr,AMZ1848,1848,2
Carl Gottfr,AMZ1848,1848,2
Dr Gottfr,AMZ1848,1848,3
n Gottfr,AMZ1848,1848,2
 Gottfr,AMZ1848,1848,2
 Mag,AMZ1848,1848,2
F L B KURZE,AMZ1848,1848,4
Pierre Cremont,AMZ1848,1848,4
Franz Czerwenka,AMZ1848,1848,3
Joseph Czerwenka,AMZ1848,1848,2
Treitschke de Caro,AMZ1848,1848,3
de Caro,AMZ1848,1848,2
J A Gleichmann,AMZ1848,1848,6
Helene Liebmann,AMZ1848,1848,2
Otto Imitazioni,AMZ1848,1848,2
Heinrich Marschner,AMZ1848,1848,153
 Marschner,AMZ1848,1848,22
Lindpaintner und Marschner,AMZ1848,1848,2
Kapellmeister Marschner,AMZ1848,1848,4
Hans Heiling de Marschner,AMZ1848,1848,3
A E Marschner,AMZ1848,1848,10
Adolph Marschner,AMZ1848,1848,5
Dr Heinrich Marschner,AMZ1848,1848,21
Hans Heiling von Marschner,AMZ1848,1848,2
Dr Marschner,AMZ1848,1848,2
n Sabon aus Genf,AMZ1848,1848,2
Professor Büsch,AMZ1848,1848,2
me Büsch,AMZ1848,1848,4
des Hauses,AMZ1848,1848,2
Alexandre Brand,AMZ1848,1848,2
n Brand,AMZ1848,1848,2
Mich Janusch,AMZ1848,1848,2
Professor Janusch,AMZ1848,1848,2
 Jülich,AMZ1848,1848,2
Adolph Hesse,AMZ1848,1848,114
Adolf Hesse,AMZ1848,1848,12
Oberorganist Hesse,AMZ1848,1848,2
n Hesse,AMZ1848,1848,2
Franz Kobler,AMZ1848,1848,2
Familie Kobler,AMZ1848,1848,3
Carl Lipinski,AMZ1848,1848,38
Charles Lipinski,AMZ1848,1848,7
Karl Lipinski,AMZ1848,1848,8
Ritter Tulipan,AMZ1848,1848,4
Arthur von Nordstern,AMZ1848,1848,2
Abrahams Opfer,AMZ1848,1848,2
Anton Beczwarzowski,AMZ1848,1848,2
Nicola Paganini,AMZ1848,1848,10
n Paganini,AMZ1848,1848,5
Nicolo Paganini,AMZ1848,1848,7
Mr Deshays,AMZ1848,1848,2
Marco Bordogni,AMZ1848,1848,6
Lnigia Bordogni,AMZ1848,1848,2
m Haase,AMZ1848,1848,2
Ludwig Haase,AMZ1848,1848,2
KM Haase,AMZ1848,1848,2
 Haase,AMZ1848,1848,3
Adolph Bäuerle,AMZ1848,1848,26
Adolf Bäuerle,AMZ1848,1848,3
Dr E Veith,AMZ1848,1848,2
Em Veith,AMZ1848,1848,2
 Payer,AMZ1848,1848,2
Hyronimus Payer,AMZ1848,1848,9
Jerome Payer,AMZ1848,1848,9
Hieronymus Payer,AMZ1848,1848,6
Alois Khayll,AMZ1848,1848,2
Aloys Khayll,AMZ1848,1848,9
Ludwig van Beet,AMZ1848,1848,2
C Götze,AMZ1848,1848,20
n Götze,AMZ1848,1848,6
Kammermusikus Götze,AMZ1848,1848,2
Hofmusikus Götze,AMZ1848,1848,5
J F Götze,AMZ1848,1848,2
C F Schultz,AMZ1848,1848,2
 Henriette,AMZ1848,1848,8
L Beethoren,AMZ1848,1848,2
Fr Kuhlanu,AMZ1848,1848,4
Heinrich Marsehner,AMZ1848,1848,11
 Marsehner,AMZ1848,1848,2
A E Marsehner,AMZ1848,1848,4
Me Marsehner,AMZ1848,1848,3
MH Marsehner,AMZ1848,1848,4
Dr H Marsehner,AMZ1848,1848,2
F Femy,AMZ1848,1848,4
Andreas Hammerschmidt,AMZ1848,1848,3
Klopstocks Ode,AMZ1848,1848,2
Theodor Körners,AMZ1848,1848,6
und Wächter,AMZ1848,1848,2
n Wächter,AMZ1848,1848,2
 Wächter,AMZ1848,1848,6
v Wechmar,AMZ1848,1848,2
St Stephan,AMZ1848,1848,6
Ali Baba,AMZ1848,1848,6
E Staude,AMZ1848,1848,2
J G Bertelman,AMZ1848,1848,2
 Wohlbrück,AMZ1848,1848,2
W A Wohlbrück,AMZ1848,1848,6
n Wohlbrück,AMZ1848,1848,2
 Anselm,AMZ1848,1848,2
Maria Hirzel,AMZ1848,1848,2
 Hirzel,AMZ1848,1848,4
Hardmeyer und Hirzel,AMZ1848,1848,2
F Rückert,AMZ1848,1848,39
 Rückert,AMZ1848,1848,3
 Kathinka,AMZ1848,1848,2
von Schätzel,AMZ1848,1848,80
Fräul von Schätzel,AMZ1848,1848,2
 Schätzel,AMZ1848,1848,4
n Heinze,AMZ1848,1848,5
Gotthold Heinze,AMZ1848,1848,3
Bravoursingen höher,AMZ1848,1848,2
Johann Friedrich Naue,AMZ1848,1848,3
Musikdirector Naue,AMZ1848,1848,2
Friedrich Naue,AMZ1848,1848,4
 Naue,AMZ1848,1848,3
Dr Naue,AMZ1848,1848,8
Dr Fr Naue,AMZ1848,1848,2
Don Ceronio,AMZ1848,1848,2
 Minoja,AMZ1848,1848,2
de Santis,AMZ1848,1848,2
Graf Soltyk,AMZ1848,1848,2
 Kiel,AMZ1848,1848,3
G Hörger,AMZ1848,1848,3
Carl Grasse,AMZ1848,1848,4
Siegmund Goldschmidt,AMZ1848,1848,14
n Goldschmidt,AMZ1848,1848,5
Sigismund Goldschmidt,AMZ1848,1848,5
Sigmund Goldschmidt,AMZ1848,1848,2
Otto Goldschmidt,AMZ1848,1848,3
n Otto Goldschmidt,AMZ1848,1848,2
A Neidhardt,AMZ1848,1848,2
Der spanische,AMZ1848,1848,2
A Rompbenrg,AMZ1848,1848,2
 Rompbenrg,AMZ1848,1848,2
Don Octavio,AMZ1848,1848,2
Adele Allan,AMZ1848,1848,3
Dr C Hohnbaum,AMZ1848,1848,3
Albert Lortzing,AMZ1848,1848,43
G A Lortzing,AMZ1848,1848,9
Zimmermann von Lortzing,AMZ1848,1848,4
n Lortzing,AMZ1848,1848,3
n Schober,AMZ1848,1848,5
Pärs Agnese,AMZ1848,1848,4
Giuseppe Binaghi,AMZ1848,1848,3
 Gottl,AMZ1848,1848,2
H Späth,AMZ1848,1848,3
Andre Späth,AMZ1848,1848,16
Andreas Späth,AMZ1848,1848,5
H Lenss,AMZ1848,1848,2
C F Bechker,AMZ1848,1848,2
C Leibl,AMZ1848,1848,4
Domkapellmeister Leibl,AMZ1848,1848,2
Nostitz und Jänkendorf,AMZ1848,1848,5
C Moltke,AMZ1848,1848,5
Kammersänger Moltke,AMZ1848,1848,2
Gustav Moltke,AMZ1848,1848,2
P Herzig,AMZ1848,1848,2
P E Herzig,AMZ1848,1848,6
Organist Pohlenz,AMZ1848,1848,2
Musikdirectors Pohlenz,AMZ1848,1848,4
 Pohlenz,AMZ1848,1848,18
August Pohlenz,AMZ1848,1848,10
Musikdirector Pohlenz,AMZ1848,1848,3
n MD Pohlenz,AMZ1848,1848,3
Misericordias Domini,AMZ1848,1848,4
L RBöhner,AMZ1848,1848,2
Cantor Baumann,AMZ1848,1848,2
J Baumann,AMZ1848,1848,2
 Baumann,AMZ1848,1848,3
Sein schöner,AMZ1848,1848,2
Della Tromba,AMZ1848,1848,3
Wilhelm Burow,AMZ1848,1848,2
 Bertrand,AMZ1848,1848,7
F Kahlau,AMZ1848,1848,2
Gottfried von Bouillon,AMZ1848,1848,2
Dahmen junior,AMZ1848,1848,2
KURZE ANZEIG,AMZ1848,1848,3
F W Grund,AMZ1848,1848,7
Eduard Grund,AMZ1848,1848,4
C F Rungenhagen,AMZ1848,1848,45
C Rungenhagen,AMZ1848,1848,2
Eugenia Tadolini,AMZ1848,1848,5
Ahn Schlosser,AMZ1848,1848,2
N Sinrock,AMZ1848,1848,2
S Benzon,AMZ1848,1848,3
Joseph Merk,AMZ1848,1848,14
Professor Merk,AMZ1848,1848,3
 Merk,AMZ1848,1848,8
 Eckel,AMZ1848,1848,2
Franz Lachner,AMZ1848,1848,119
Theodor Lachner,AMZ1848,1848,2
Ignaz Lachner,AMZ1848,1848,10
Kapellmeister Lachner,AMZ1848,1848,5
J Lachner,AMZ1848,1848,3
van Lachner,AMZ1848,1848,2
Vincenz Lachner,AMZ1848,1848,12
Frans Lachner,AMZ1848,1848,4
n Vineenz Lachner,AMZ1848,1848,2
Hofkapellmeister Lachner,AMZ1848,1848,2
Angelo Morigi,AMZ1848,1848,2
A H Wenk,AMZ1848,1848,2
 Kuttner,AMZ1848,1848,3
Fr Belke,AMZ1848,1848,7
n Belke,AMZ1848,1848,3
Kammermusikus Belke,AMZ1848,1848,2
 Tuezeck,AMZ1848,1848,2
 Klingenberg,AMZ1848,1848,2
Wilhelm Klingenberg,AMZ1848,1848,2
Henriette Grabau,AMZ1848,1848,24
Adelheid Grabau,AMZ1848,1848,9
 Grabau,AMZ1848,1848,16
Andreas Grabau,AMZ1848,1848,4
Marie Grabau,AMZ1848,1848,2
Bünau Grabau,AMZ1848,1848,4
n Grabau,AMZ1848,1848,4
Caroline Schleicher,AMZ1848,1848,3
Andre Offenbach,AMZ1848,1848,2
Justizreferendar Gründler,AMZ1848,1848,2
Federica ed Adolfo,AMZ1848,1848,5
von Praun,AMZ1848,1848,7
Sigismund von Praun,AMZ1848,1848,3
Mark und Bein,AMZ1848,1848,2
Betty Pistor,AMZ1848,1848,2
 Pistor,AMZ1848,1848,3
Meisselbach Pistor,AMZ1848,1848,2
Fr Kuhlan,AMZ1848,1848,4
WilBe Röther,AMZ1848,1848,2
S Königsberg,AMZ1848,1848,3
Cachee der Vorzug,AMZ1848,1848,2
KURZE ANZEIG E Leyer,AMZ1848,1848,2
Simon Sechter,AMZ1848,1848,21
Adolph Hollenstein,AMZ1848,1848,2
Mathilde Hölzel,AMZ1848,1848,2
Michael Hauber,AMZ1848,1848,3
G C Knapp,AMZ1848,1848,2
 Hardmeyer,AMZ1848,1848,4
Lord Byron,AMZ1848,1848,9
Thomas Moore Byron,AMZ1848,1848,2
A Kratzer,AMZ1848,1848,2
von Bielawski,AMZ1848,1848,2
A Fromelt,AMZ1848,1848,6
Pietro Mechetti,AMZ1848,1848,3
n Pietro Mechetti,AMZ1848,1848,2
Franz Mirecki,AMZ1848,1848,3
M Mirecki,AMZ1848,1848,2
W A Lampadius,AMZ1848,1848,3
J N Hummedl,AMZ1848,1848,3
Albrecht Därer,AMZ1848,1848,2
Wald bey Bondy,AMZ1848,1848,3
Adam Kratzerl,AMZ1848,1848,4
St Alme,AMZ1848,1848,2
Anton Meysel,AMZ1848,1848,2
n Rozier,AMZ1848,1848,3
f Männerst,AMZ1848,1848,2
 Hasslinger,AMZ1848,1848,3
Carl Detroit,AMZ1848,1848,4
Gustav Daum,AMZ1848,1848,2
Jacob Dont,AMZ1848,1848,2
A Anacker,AMZ1848,1848,2
A F Anacker,AMZ1848,1848,15
M A F Anacker,AMZ1848,1848,2
F A Anacker,AMZ1848,1848,4
Carl Gropius,AMZ1848,1848,11
J Diet Gries,AMZ1848,1848,2
J C Usteri,AMZ1848,1848,3
Nicolaus Amatus,AMZ1848,1848,5
 Widhalm,AMZ1848,1848,2
Adolph Bernhard Marzx,AMZ1848,1848,3
 Marzx,AMZ1848,1848,2
Leonhard Mälzl,AMZ1848,1848,2
k Patronats,AMZ1848,1848,2
Adolph von Nassau,AMZ1848,1848,2
J Seiff,AMZ1848,1848,5
van Dyk,AMZ1848,1848,2
Direktor Stöger,AMZ1848,1848,2
n Horschelt,AMZ1848,1848,2
Karl VL,AMZ1848,1848,2
Georg Onslow,AMZ1848,1848,115
J Onslow,AMZ1848,1848,2
George Onslow,AMZ1848,1848,7
GE Onslow,AMZ1848,1848,2
Elisa Bonoldi,AMZ1848,1848,3
n Monti,AMZ1848,1848,2
Jean Ricordi,AMZ1848,1848,2
Johann Ricordi,AMZ1848,1848,4
 Ricordi,AMZ1848,1848,3
Giovanni Ricordi,AMZ1848,1848,2
Marchese Sampieri,AMZ1848,1848,2
Kammermusikus Eisner,AMZ1848,1848,3
Karl Eisner,AMZ1848,1848,3
C Eisner,AMZ1848,1848,3
Ernst Mertke,AMZ1848,1848,3
L Boehner,AMZ1848,1848,3
und Anatole,AMZ1848,1848,3
Joseph Hartmann Stunz,AMZ1848,1848,6
Hartmann Stunz,AMZ1848,1848,5
Kapellmeister Stunz,AMZ1848,1848,3
St Georges,AMZ1848,1848,13
Hans Gerle,AMZ1848,1848,17
 Gerle,AMZ1848,1848,2
Cantor Kahl,AMZ1848,1848,2
n Kantor Kahl,AMZ1848,1848,2
La Roche,AMZ1848,1848,5
St Lucca,AMZ1848,1848,2
Friedrich Ricei,AMZ1848,1848,3
Savino Monelli,AMZ1848,1848,3
Luigi Rieci,AMZ1848,1848,2
Filippo Ricci,AMZ1848,1848,3
Maestro Ricci,AMZ1848,1848,2
Federico Ricci,AMZ1848,1848,3
Werner Fräul,AMZ1848,1848,2
 Fräul,AMZ1848,1848,3
J H Lübeck,AMZ1848,1848,2
Henri Lübeck,AMZ1848,1848,2
L van EBeethoven,AMZ1848,1848,2
Franz Poland,AMZ1848,1848,3
G A Grau,AMZ1848,1848,2
 Beeker,AMZ1848,1848,2
C F Beeker,AMZ1848,1848,2
J Beeker,AMZ1848,1848,3
Jenny Lind,AMZ1848,1848,53
 Lind,AMZ1848,1848,52
Eugenia Garcia,AMZ1848,1848,3
Pauline Garcia,AMZ1848,1848,9
Emanuel Garcia,AMZ1848,1848,4
Manuel Garcia,AMZ1848,1848,4
Leonhard Gold,AMZ1848,1848,4
David Antonio,AMZ1848,1848,2
S Antonio,AMZ1848,1848,2
Ch Kleinschmidt,AMZ1848,1848,2
Pariser Conservatoriums,AMZ1848,1848,2
Zögling des Conservatoriums,AMZ1848,1848,2
Moscheles erwarb,AMZ1848,1848,2
Belke erwarb,AMZ1848,1848,2
Concertmeister David erwarb,AMZ1848,1848,2
St Samuele,AMZ1848,1848,5
St Benedetto,AMZ1848,1848,3
Raths Schinkel,AMZ1848,1848,2
M meln,AMZ1848,1848,6
 Grimm,AMZ1848,1848,4
me Borgondio,AMZ1848,1848,2
Gentile Borgondio,AMZ1848,1848,2
Buffo Graziani,AMZ1848,1848,2
Maria Luigia,AMZ1848,1848,4
Cordella gehört,AMZ1848,1848,2
